Rank	Score	Type	ID	Name	Description
2282	66.2961	oe	ccsbBroad304_02469	SLC35A1	SLC35 family of nucleotide sugar transporters
2283	66.2941	oe	ccsbBroad304_06041	CRYAA	Heat shock proteins / HSPB
2284	66.2689	oe	ccsbBroad304_06704	PDE4D	Phosphodiesterases
2285	66.233	kd	CGS001-283078	MKX	Homeoboxes / TALE class
2286	66.2162	kd	CGS001-5468	PPARG	Peroxisome proliferator-activated receptors
2287	66.1989	oe	ccsbBroad304_00949	LRPAP1	-
2288	66.1952	cp	BRD-A39747742	estradiol-valerate	Estrogen receptor agonist
2289	66.193	kd	CGS001-55897	MESP1	Basic helix-loop-helix proteins
2290	66.1874	oe	ccsbBroad304_06845	RARRES3	-
2291	66.1848	oe	ccsbBroad304_03332	SIRT6	Histone deacetylases (HDACs)
2292	66.184	cp	BRD-K83972459	JWE-035	Aurora kinase inhibitor
2293	66.1581	cp	BRD-K36627727	tamibarotene	Retinoid receptor agonist
2294	66.1115	cp	BRD-K00627859	tubastatin-a	HDAC inhibitor
2295	66.1042	kd	CGS001-9801	MRPL19	Mitochondrial ribosomal proteins / large subunits
2296	66.1019	cp	BRD-A97035593	BRD-A97035593	-
2297	66.0989	cp	BRD-K07996107	harpagoside	Acetylcholinesterase inhibitor
2298	66.0789	kd	CGS001-79947	DHDDS	-
2299	66.0715	cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor
2300	66.0641	kd	CGS001-3373	HYAL1	-
2301	66.0432	cp	BRD-A56020723	CA-074-Me	Cathepsin inhibitor
2302	66.0407	kd	CGS001-6204	RPS10	S ribosomal proteins
2303	66.0401	cp	BRD-A06352508	SB-218078	CHK inhibitor
2304	66.0118	kd	CGS001-57147	SCYL3	-
2305	65.98	kd	CGS001-26229	B3GAT3	Beta-1,3-glucuronyltransferases
2306	65.978	oe	ccsbBroad304_06852	RBP4	Lipocalins
2307	65.9702	cp	BRD-K92760278	riboflavin	Vitamin B
2308	65.9561	oe	ccsbBroad304_01659	TERF1	-
2309	65.9547	oe	ccsbBroad304_01292	EIF2AK2	Other PEK family kinases
2310	65.9429	kd	CGS001-91304	C19ORF6	-
2311	65.9409	kd	CGS001-400	ARL1	ADP-ribosylation factors
2312	65.9363	oe	ccsbBroad304_01890	FZD7	GPCR / Class F : Frizzled receptors
2313	65.9327	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
2314	65.9281	cp	BRD-K85503079	perospirone	Dopamine receptor antagonist
2315	65.9246	kd	CGS001-8613	PPAP2B	Lipid phosphate phosphatases
2316	65.8889	kd	CGS001-9971	NR1H4	Liver X receptor-like receptors
2317	65.8884	oe	ccsbBroad304_02605	PAPD7	-
2318	65.8673	oe	ccsbBroad304_00001	NAT1	-
2319	65.8323	kd	CGS001-324	APC	Armadillo repeat containing
2320	65.7722	cp	BRD-A07029265	ipratropium	-
2321	65.7689	cp	BRD-A86109770	guggulsterone	-
2322	65.7605	kd	CGS001-6256	RXRA	Retinoid X receptors
2323	65.7532	cp	BRD-A31312900	montelukast	Leukotriene receptor antagonist
2324	65.7355	oe	ccsbBroad304_01347	RAD1	-
2325	65.719	oe	ccsbBroad304_05803	ALDH3B2	Aldehyde dehydrogenases
2326	65.7135	kd	CGS001-28969	BZW2	-
2327	65.6962	kd	CGS001-22877	MLXIP	Basic helix-loop-helix proteins
2328	65.6949	kd	CGS001-7319	UBE2A	Ubiquitin-conjugating enzymes E2
2329	65.6946	cp	BRD-K70914287	BIBX-1382	EGFR inhibitor
2330	65.6643	kd	CGS001-2195	FAT1	Cadherins / Cadherin-related
2331	65.6226	cp	BRD-K31912990	CGP-71683	Neuropeptide receptor antagonist
2332	65.6186	kd	CGS001-10135	NAMPT	-
2333	65.5079	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
2334	65.5065	kd	CGS001-149233	IL23R	IL-12 receptor family
2335	65.5002	cp	BRD-K95402279	geranylgeraniol	Farnesyltransferase inhibitor
2336	65.4966	kd	CGS001-147183	KRT25	Intermediate filaments type I, keratins (acidic)
2337	65.4592	kd	CGS001-80777	CYB5B	-
2338	65.4566	kd	CGS001-3226	HOXC10	Homeoboxes / ANTP class : HOXL subclass
2339	65.4341	oe	ccsbBroad304_09050	ZNF436	Zinc fingers, C2H2-type
2340	65.4054	oe	ccsbBroad304_01283	PRKCE	Eta subfamily
2341	65.4022	kd	CGS001-4329	ALDH6A1	Aldehyde dehydrogenases
2342	65.4006	kd	CGS001-4154	MBNL1	Zinc fingers, CCCH-type domain containing
2343	65.3876	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
2344	65.3534	kd	CGS001-6812	STXBP1	-
2345	65.3504	kd	CGS001-9261	MAPKAPK2	MAPKAPK subfamily
2346	65.3461	cp	BRD-A58280226	Y-27632	-
2347	65.3269	kd	CGS001-7867	MAPKAPK3	MAPKAPK subfamily
2348	65.3221	oe	ccsbBroad304_02590	SLC27A3	SLC27 family of fatty acid transporters
2349	65.3174	oe	ccsbBroad304_02209	RNF14	RING-type (C3HC4) zinc fingers
2350	65.3134	kd	CGS001-284	ANGPT1	Fibrinogen C domain containing
2351	65.311	cp	BRD-K22134346	simvastatin	-
2352	65.3009	oe	ccsbBroad304_00602	SLC37A4	SLC37 family of phosphosugar/phosphate exchangers
2353	65.3002	kd	CGS001-10397	NDRG1	-
2354	65.2949	kd	CGS001-1465	CSRP1	-
2355	65.2869	oe	ccsbBroad304_07374	PTPLA	-
2356	65.281	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
2357	65.2577	oe	ccsbBroad304_02324	TRAP1	Heat shock proteins / HSPC
2358	65.2566	oe	ccsbBroad304_07800	EXOSC8	-
2359	65.2542	cp	BRD-K08206212	entecavir	Reverse transcriptase inhibitor
2360	65.2531	cp	BRD-K30867024	SB-216641	Serotonin receptor antagonist
2361	65.2429	cp	BRD-A07780951	orciprenaline	Adrenergic receptor agonist
2362	65.2292	oe	ccsbBroad304_05564	NPSR1	GPCR / Class A : Neuropeptide receptors : S
2363	65.2263	kd	CGS001-9158	FIBP	-
2364	65.1887	oe	ccsbBroad304_02197	VPS26A	-
2365	65.1866	oe	ccsbBroad304_00350	COX5B	Mitochondrial respiratory chain complex
2366	65.185	kd	CGS001-9355	LHX2	Homeoboxes / LIM class
2367	65.1845	kd	CGS001-9217	VAPB	-
2368	65.1702	cp	BRD-K56115039	BU-226	Imidazoline receptor ligand
2369	65.1651	kd	CGS001-5223	PGAM1	-
2370	65.1561	kd	CGS001-10318	TNIP1	-
2371	65.1525	cp	BRD-K60640630	mometasone	Glucocorticoid receptor agonist
2372	65.1408	cp	BRD-K95309561	dienestrol	Estrogen receptor agonist
2373	65.1297	kd	CGS001-9643	MORF4L2	-
2374	65.1265	oe	ccsbBroad304_07178	ZFP112	-
2375	65.1072	cp	BRD-K72238567	fludarabine	-
2376	65.0858	oe	ccsbBroad304_03822	GATAD2B	GATA zinc finger domain containing
2377	65.0707	oe	ccsbBroad304_01218	PLK1	Polo-like kinase (PLK) family
2378	65.067	cp	BRD-K29458283	chlorambucil	DNA inhibitor
2379	65.0646	kd	CGS001-6514	SLC2A2	Solute carriers
2380	65.0634	cp	BRD-K17110974	aristolochic-acid	Phospholipase inhibitor
2381	65.0585	kd	CGS001-5373	PMM2	-
2382	65.0505	kd	CGS001-51720	UIMC1	-
2383	65.0322	oe	ccsbBroad304_02506	EBP	-
2384	65.0259	kd	CGS001-515	ATP5F1	ATPases / F-type
2385	64.9993	cp	BRD-K85925969	zalcitabine	Nucleoside reverse transcriptase inhibitor
2386	64.9817	cp	BRD-M62162320	rilmenidine	-
2387	64.9677	cp	BRD-A13650332	flucloxacillin	Bacterial cell wall synthesis inhibitor
2388	64.9223	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
2389	64.8847	oe	ccsbBroad304_01379	RBBP6	-
2390	64.8845	cp	BRD-K80315159	DPPE	Histamine receptor antagonist
2391	64.8093	kd	CGS001-4097	MAFG	-
2392	64.8038	oe	ccsbBroad304_13850	EIF4A2	DEAD-boxes
2393	64.7743	cp	BRD-K47448802	BRD-K47448802	-
2394	64.7557	kd	CGS001-54578	UGT1A6	UDP glucuronosyltransferases
2395	64.7481	cp	BRD-K01507359	rifampicin	-
2396	64.7398	cp	BRD-A05352148	ipratropium	Acetylcholine receptor antagonist
2397	64.7382	kd	CGS001-10482	NXF1	-
2398	64.7247	kd	CGS001-1030	CDKN2B	-
2399	64.7132	cp	BRD-K71427192	BRD-K71427192	-
2400	64.7068	cp	BRD-K56700933	phenethyl-isothiocyanate	Antineoplastic
2401	64.7065	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
2402	64.6801	cp	BRD-K73395020	SA-1478088	-666
2403	64.6474	cp	BRD-K97056771	HY-11007	BCR-ABL kinase inhibitor
2404	64.6387	kd	CGS001-22930	RAB3GAP1	-
2405	64.6376	cp	BRD-K13087974	4,5-dianilinophthalimide	EGFR inhibitor
2406	64.6222	cp	BRD-K53979406	ALX-5407	Glycine transporter inhibitor
2407	64.622	oe	ccsbBroad304_05970	CDC20	WD repeat domain containing
2408	64.5932	cp	BRD-A25775766	securinine	GABA receptor antagonist
2409	64.5047	oe	ccsbBroad304_02837	BHMT2	-
2410	64.482	cp	BRD-K87919739	tyrphostin-AG-825	Receptor tyrosine protein kinase inhibitor
2411	64.4571	kd	CGS001-10621	POLR3F	RNA polymerase subunits
2412	64.4429	kd	CGS001-10616	RBCK1	RING-type (C3HC4) zinc fingers
2413	64.4356	oe	ccsbBroad304_02053	BTRC	F-boxes / WD-40 domains
2414	64.4334	cp	BRD-A04352665	maraviroc	CC chemokine receptor antagonist
2415	64.4161	cc		Ribonucleotide Reductase Inhibitor	-
2416	64.3993	oe	ccsbBroad304_03420	TOLLIP	-
2417	64.3729	cp	BRD-K15791587	L-733060	Tachykinin antagonist
2418	64.3627	cp	BRD-K67277431	picotamide	Thromboxane receptor antagonist
2419	64.3583	cp	BRD-A36630025	SN-38	Topoisomerase inhibitor
2420	64.3248	cp	BRD-K09132007	D-4476	TGF beta receptor inhibitor
2421	64.3183	kd	CGS001-2289	FKBP5	Tetratricopeptide (TTC) repeat domain containing
2422	64.3127	oe	ccsbBroad304_13811	ALDH3B1	Aldehyde dehydrogenases
2423	64.3094	oe	ccsbBroad304_10207	ERLIN1	-
2424	64.2991	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
2425	64.2745	cp	BRD-K39944607	ochratoxin-a	Phenylalanyl tRNA synthetase inhibitor
2426	64.2714	cp	BRD-K50720187	flupirtine	Glutamate receptor antagonist
2427	64.245	cp	BRD-K79116891	proxymetacaine	Sodium channel blocker
2428	64.2431	oe	ccsbBroad304_13880	IDH3G	-
2429	64.2385	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
2430	64.2267	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
2431	64.2073	kd	CGS001-8824	CES2	Carboxylesterases
2432	64.201	cp	BRD-A66435872	HTMT	Histamine receptor agonist
2433	64.192	kd	CGS001-51380	CSAD	-
2434	64.1726	cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist
2435	64.1679	kd	CGS001-10933	MORF4L1	-
2436	64.1663	kd	CGS001-1662	DDX10	DEAD-boxes
2437	64.1615	cp	BRD-K77133231	PD-169316	p38 MAPK inhibitor
2438	64.1585	cp	BRD-K11663430	pyroxamide	HDAC inhibitor
2439	64.1482	kd	CGS001-266977	GPR110	Adhesion Class GPCRs
2440	64.1294	kd	CGS001-10452	TOMM40	-
2441	64.1147	kd	CGS001-29947	DNMT3L	-
2442	64.0838	kd	CGS001-5226	PGD	-
2443	64.0674	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
2444	64.0583	cp	BRD-A25234499	aminoglutethimide	Glucocorticoid receptor antagonist
2445	64.0495	cp	BRD-K53878242	MMPX	Phosphodiesterase inhibitor
2446	64.0362	oe	ccsbBroad304_08840	KIF9	Kinesins
2447	64.0292	cp	BRD-K51730347	diphencyprone	Immunostimulant
2448	64.0266	kd	CGS001-5522	PPP2R2C	Serine/threonine phosphatases / Protein phosphatase 2, regulatory subunits
2449	64.0172	kd	CGS001-2629	GBA	-
2450	64.0055	kd	CGS001-2547	XRCC6	XRCC DNA Repair
2451	63.9935	kd	CGS001-5682	PSMA1	Proteasome subunits
2452	63.9854	oe	ccsbBroad304_06748	POLE2	DNA polymerases
2453	63.9735	cp	BRD-K96319534	phentermine	Dopamine uptake inhibitor
2454	63.9628	cp	BRD-K68867920	quetiapine	Dopamine receptor antagonist
2455	63.9458	oe	ccsbBroad304_14081	PPP1R13B	Ankyrin repeat domain containing
2456	63.9261	oe	ccsbBroad304_02788	PRAME	-
2457	63.9215	kd	CGS001-31	ACACA	Carboxylases
2458	63.9082	cp	BRD-K54708045	nTZDpa	PPAR receptor agonist
2459	63.9058	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
2460	63.9055	kd	CGS001-11243	PMF1	-
2461	63.9046	cp	BRD-K52721684	PCO-400	Potassium channel activator
2462	63.8913	kd	CGS001-1903	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
2463	63.8853	cp	BRD-K48722833	iloperidone	Dopamine receptor antagonist
2464	63.8833	kd	CGS001-5688	PSMA7	Proteasome subunits
2465	63.8327	cp	BRD-K50891186	GR-103691	Dopamine receptor antagonist
2466	63.8032	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
2467	63.791	cp	BRD-K17743125	belinostat	HDAC inhibitor
2468	63.7778	oe	ccsbBroad304_06671	OPA1	-
2469	63.7757	oe	ccsbBroad304_07506	UBAP2L	-
2470	63.7725	oe	ccsbBroad304_05049	GPBAR1	Bile acid receptor
2471	63.7589	cp	BRD-K72816382	cinalukast	Leukotriene receptor antagonist
2472	63.7385	cp	BRD-K48974000	BRD-K48974000	-
2473	63.7354	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
2474	63.7241	oe	ccsbBroad304_02201	CLOCK	Histone acetyltransferases
2475	63.7173	cc		Phosphodiesterase Inhibitor	-
2476	63.7173	kd	CGS001-90861	HN1L	-
2477	63.7014	oe	ccsbBroad304_00488	EGR3	Zinc fingers, C2H2-type
2478	63.6959	kd	CGS001-4891	SLC11A2	SLC11 family of proton-coupled metal ion transporters
2479	63.6785	oe	ccsbBroad304_02405	TFG	-
2480	63.6682	cp	BRD-K76698671	HNHA	HDAC inhibitor
2481	63.6615	oe	ccsbBroad304_00173	BRCA1	Fanconi anemia, complementation groups
2482	63.6558	kd	CGS001-3198	HOXA1	Homeoboxes / ANTP class : HOXL subclass
2483	63.6484	kd	CGS001-9375	TM9SF2	-
2484	63.6228	oe	ccsbBroad304_05836	BIRC5	Inhibitors of apoptosis (IAP) protein family
2485	63.6052	kd	CGS001-8480	RAE1	WD repeat domain containing
2486	63.5782	oe	ccsbBroad304_09058	SLC25A32	Mitochondrial nucleotide transporter subfamily
2487	63.5742	cp	BRD-K67680372	CI-966	GAT inhibitor
2488	63.5631	cp	BRD-K07888107	depudecin	HDAC inhibitor
2489	63.5412	kd	CGS001-4012	LNPEP	Aminopeptidase N
2490	63.5264	cp	BRD-U68942961	JW-7-24-1	LCK Inhibitor
2491	63.5247	kd	CGS001-2494	NR5A2	Fushi tarazu F1-like receptors
2492	63.5233	kd	CGS001-10253	SPRY2	-
2493	63.5205	cp	BRD-K67043667	altretamine	DNA synthesis inhibitor
2494	63.5044	kd	CGS001-169026	SLC30A8	SLC30 zinc transporter family
2495	63.5016	oe	ccsbBroad304_02674	STK38	NDR family
2496	63.5014	cp	BRD-K01095011	finasteride	5-alpha reductase inhibitor
2497	63.4967	kd	CGS001-10013	HDAC6	Histone deacetylases
2498	63.4828	oe	ccsbBroad304_08645	BCCIP	-
2499	63.4801	kd	CGS001-7702	ZNF143	Zinc fingers, C2H2-type
2500	63.4623	cp	BRD-K51276371	aloisine	-
2501	63.4339	kd	CGS001-10097	ACTR2	-
2502	63.4199	oe	ccsbBroad304_07145	ZFP161	-
2503	63.4193	cp	BRD-K10705233	GW-405833	Cannabinoid receptor agonist
2504	63.4091	oe	ccsbBroad304_00102	RND3	-
2505	63.3825	kd	CGS001-5062	PAK2	PAKA subfamily
2506	63.3739	cp	BRD-A10070317	propranolol	Adrenergic receptor antagonist
2507	63.3189	kd	CGS001-150	ADRA2A	GPCR / Class A : Adrenoceptors : alpha
2508	63.3186	oe	ccsbBroad304_01215	PLAUR	CD molecules
2509	63.2888	kd	CGS001-8493	PPM1D	Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent
2510	63.2854	kd	CGS001-5538	PPT1	-
2511	63.2851	kd	CGS001-54499	TMCO1	-
2512	63.2595	cp	BRD-A95096829	PNU-96415E	Dopamine receptor antagonist
2513	63.2593	kd	CGS001-55193	PBRM1	Non-enzymatic BRD containing proteins
2514	63.2504	oe	ccsbBroad304_00006	ACADM	-
2515	63.2382	kd	CGS001-51001	MTERFD1	-
2516	63.1984	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
2517	63.1932	cp	BRD-K33396764	alpha-linolenic-acid	Omega 3 fatty acid stimulant
2518	63.1893	kd	CGS001-9697	TRAM2	-
2519	63.1883	oe	ccsbBroad304_00281	CDK8	Cyclin-dependent kinases, CDK8 subfamily
2520	63.1723	cp	BRD-K51816706	oxindole-I	VEGFR inhibitor
2521	63.1657	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
2522	63.1599	oe	ccsbBroad304_07655	POLR3C	RNA polymerase subunits
2523	63.1472	kd	CGS001-256281	NUDT14	Nudix motif containing
2524	63.144	oe	ccsbBroad304_07131	VRK1	Vaccina related kinase (VRK) family
2525	63.1277	cp	BRD-K31843556	T-0070907	PPAR receptor antagonist
2526	63.1166	cp	BRD-K78883024	BRD-K78883024	-
2527	63.1064	cp	BRD-K85402309	dovitinib	EGFR inhibitor
2528	63.083	kd	CGS001-7407	VARS	Aminoacyl tRNA synthetases / Class I
2529	63.0806	oe	ccsbBroad304_06619	NCF2	Tetratricopeptide (TTC) repeat domain containing
2530	63.0743	cp	BRD-A45543382	metrizamide	Radiopaque medium
2531	63.0731	oe	ccsbBroad304_07887	GCAT	-
2532	63.0518	oe	ccsbBroad304_01324	PSMD10	Ankyrin repeat domain containing
2533	63.0481	kd	CGS001-6387	CXCL12	Endogenous ligands
2534	63.0029	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
2535	62.9922	kd	CGS001-1212	CLTB	-
2536	62.9888	oe	ccsbBroad304_00472	EBF1	-
2537	62.9884	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
2538	62.9752	cp	BRD-K79759031	artesunate	-
2539	62.9559	cp	BRD-A28746609	paclitaxel	Tubulin inhibitor
2540	62.9263	kd	CGS001-347736	NME9	-
2541	62.9258	oe	ccsbBroad304_06317	GPR26	GPCR / Class A : Orphans
2542	62.9161	kd	CGS001-94233	OPN4	GPCR / Class A : Opsin receptors
2543	62.862	kd	CGS001-51715	RAB23	RAB, member RAS oncogene
2544	62.8477	kd	CGS001-506	ATP5B	ATPases / F-type
2545	62.8452	cp	BRD-K56745457	azauridine	Antiviral
2546	62.8418	cp	BRD-A65145453	ATPA	Glutamate receptor agonist
2547	62.8412	cp	BRD-K39256324	rottlerin	-
2548	62.8391	oe	ccsbBroad304_06057	CSNK1G3	Casein kinase 1 (CK1) family
2549	62.8362	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
2550	62.8159	oe	ccsbBroad304_07273	ASMTL	Pseudoautosomal regions / PAR1
2551	62.8151	cp	BRD-K77625572	etomoxir	Carnitine palmitoyltransferase inhibitor
2552	62.8137	cp	BRD-A54596827	solifenacin	Acetylcholine receptor antagonist
2553	62.7824	cp	BRD-K22193694	dioxybenzone	Topical sunscreen agent
2554	62.7818	oe	ccsbBroad304_09195	MCM8	-
2555	62.7694	kd	CGS001-11142	PKIG	-
2556	62.7524	oe	ccsbBroad304_01072	NDUFB6	Mitochondrial respiratory chain complex / Complex I
2557	62.7463	cp	BRD-K97799481	theophylline	Adenosine receptor antagonist
2558	62.6907	kd	CGS001-2617	GARS	Aminoacyl tRNA synthetases / Class II
2559	62.6745	kd	CGS001-55300	PI4K2B	Phosphatidylinositol kinases
2560	62.6635	kd	CGS001-10533	ATG7	Ubiquitin-like modifier activating enzymes
2561	62.6617	oe	ccsbBroad304_01779	WNT5A	Endogenous ligands
2562	62.6457	oe	ccsbBroad304_00736	NRG1	Immunoglobulin superfamily / I-set domain containing
2563	62.5944	oe	ccsbBroad304_05390	DUSP28	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases
2564	62.5939	kd	CGS001-6936	C2ORF3	-
2565	62.5823	kd	CGS001-5050	PAFAH1B3	-
2566	62.5787	cp	BRD-K22503835	scriptaid	HDAC inhibitor
2567	62.5694	oe	ccsbBroad304_06483	KCNK1	Two-P potassium channels
2568	62.5618	kd	CGS001-9404	LPXN	-
2569	62.5565	cp	BRD-A81177136	KN-62	Calcium-calmodulin dependent protein kinase inhibitor
2570	62.5402	oe	ccsbBroad304_01448	RPS7	S ribosomal proteins
2571	62.527	kd	CGS001-115330	GPR146	GPCR / Class A : Orphans
2572	62.518	cp	BRD-A48430263	pioglitazone	Insulin sensitizer
2573	62.5058	kd	CGS001-9124	PDLIM1	-
2574	62.5056	cp	BRD-K93331255	lypressin	Vasopressin receptor agonist
2575	62.4963	cp	BRD-K90885812	propantheline	Acetylcholine receptor antagonist
2576	62.4159	kd	CGS001-7296	TXNRD1	-
2577	62.3967	cp	BRD-A18620900	estriol	Estrogen receptor agonist
2578	62.3764	kd	CGS001-3998	LMAN1	-
2579	62.3673	cp	BRD-A09925278	etilefrine	Adrenergic receptor agonist
2580	62.3543	cp	BRD-K59163477	cisapride	-
2581	62.3507	kd	CGS001-2109	ETFB	-
2582	62.3491	kd	CGS001-10320	IKZF1	IKAROS zinc fingers
2583	62.327	kd	CGS001-8318	CDC45	-
2584	62.3221	oe	ccsbBroad304_00380	CSNK1G2	Casein kinase 1 (CK1) family
2585	62.2359	kd	CGS001-5711	PSMD5	Proteasome (prosome, macropain) subunits
2586	62.2207	kd	CGS001-3364	HUS1	-
2587	62.2109	oe	ccsbBroad304_00478	S1PR3	GPCR / Class A : Lysophospholipid receptors : Sphingosine 1-phosphate
2588	62.2083	kd	CGS001-1500	CTNND1	Catenins
2589	62.1419	oe	ccsbBroad304_06332	GSTM2	Glutathione S-transferases / Soluble
2590	62.1355	kd	CGS001-5606	MAP2K3	MAPKK:STE7 family
2591	62.1269	oe	ccsbBroad304_05936	CASP2	Caspases
2592	62.115	kd	CGS001-51466	EVL	-
2593	62.1014	cp	BRD-A69917777	aminopentamide	Acetylcholine receptor antagonist
2594	62.096	cp	BRD-K77908580	entinostat	HDAC inhibitor
2595	62.0656	cp	BRD-K68143200	SA-792541	CDC inhibitor
2596	62.0602	oe	ccsbBroad304_06134	ECH1	-
2597	62.0424	kd	CGS001-7099	TLR4	Toll-like receptor family
2598	62.0377	cp	BRD-K78692225	leflunomide	Dihydroorotate dehydrogenase inhibitor
2599	62.0285	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
2600	62.0089	kd	CGS001-7982	ST7	-
2601	62.0019	oe	ccsbBroad304_01470	RXRG	Retinoid X receptors
2602	61.9657	kd	CGS001-4485	MST1	-
2603	61.9558	cp	BRD-K26573499	DMAB-anabaseine	Adrenergic receptor agonist
2604	61.9485	kd	CGS001-581	BAX	-
2605	61.9292	kd	CGS001-158	ADSL	-
2606	61.9245	oe	ccsbBroad304_01463	RPS27A	S ribosomal proteins
2607	61.8946	kd	CGS001-30001	ERO1L	-
2608	61.8832	cp	BRD-A23770159	sirolimus	-
2609	61.8811	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
2610	61.8409	oe	ccsbBroad304_07077	TSPAN8	Tetraspanins
2611	61.8027	kd	CGS001-4853	NOTCH2	Ankyrin repeat domain containing
2612	61.7756	cp	BRD-K51033547	tramadol	-
2613	61.7361	oe	ccsbBroad304_00101	RHOC	-
2614	61.6955	oe	ccsbBroad304_01455	RPS16	S ribosomal proteins
2615	61.6953	oe	ccsbBroad304_00054	ALDOC	-
2616	61.6713	cp	BRD-A43331270	niguldipine	Calcium channel blocker
2617	61.6644	oe	ccsbBroad304_04095	CHMP6	Charged multivesicular body proteins
2618	61.6515	kd	CGS001-3560	IL2RB	IL-2 receptor family
2619	61.6428	cp	BRD-A59808129	guggulsterone	Cholesterol inhibitor
2620	61.6397	cp	BRD-A10420615	cyclopiazonic-acid	ATPase inhibitor
2621	61.625	kd	CGS001-9903	KLHL21	BTB/POZ domain containing
2622	61.6198	kd	CGS001-84159	ARID5B	-
2623	61.6026	oe	ccsbBroad304_01406	RNASE4	Ribonucleases, RNase A
2624	61.5949	kd	CGS001-51021	MRPS16	Mitochondrial ribosomal proteins / small subunits
2625	61.5791	kd	CGS001-115	ADCY9	Adenylyl cyclases
2626	61.5779	kd	CGS001-80204	FBXO11	Protein arginine N-methyltransferases
2627	61.5772	oe	ccsbBroad304_06679	OXTR	GPCR / Class A : Vasopressin and oxytocin receptors
2628	61.5602	kd	CGS001-84449	ZNF333	Zinc fingers, C2H2-type
2629	61.5331	kd	CGS001-3592	IL12A	Interleukins and interleukin receptors
2630	61.5017	cp	BRD-K30990140	FR-122047	Cyclooxygenase inhibitor
2631	61.4941	oe	ccsbBroad304_07827	STK38L	NDR family
2632	61.464	cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer
2633	61.4317	oe	ccsbBroad304_00125	FXYD2	Ion transport regulator
2634	61.4149	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
2635	61.3885	cp	BRD-K76775527	nimesulide	Cyclooxygenase inhibitor
2636	61.3832	oe	ccsbBroad304_00539	FANCG	Fanconi anemia, complementation groups
2637	61.3807	cp	BRD-A80960055	celastrol	Anti-inflammatory
2638	61.3694	kd	CGS001-22883	CLSTN1	Cadherins / Cadherin-related
2639	61.3427	cp	BRD-K18910433	estradiol	-
2640	61.3402	kd	CGS001-79080	CCDC86	-
2641	61.3398	kd	CGS001-26277	TINF2	-
2642	61.3192	cp	BRD-A36151937	genistein	-
2643	61.2946	kd	CGS001-4300	MLLT3	-
2644	61.2655	kd	CGS001-2495	FTH1	-
2645	61.2639	kd	CGS001-10099	TSPAN3	Tetraspanins
2646	61.2553	oe	ccsbBroad304_02370	HRSP12	-
2647	61.2414	kd	CGS001-51569	UFM1	-
2648	61.2099	cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist
2649	61.2039	kd	CGS001-8565	YARS	Aminoacyl tRNA synthetases / Class I
2650	61.1799	kd	CGS001-100	ADA	Adenosine turnover
2651	61.1602	cp	BRD-A37704979	SB-203580	-
2652	61.1572	cp	BRD-K60230970	MG-132	Proteasome inhibitor
2653	61.1529	kd	CGS001-205	AK4	Adenylate kinases
2654	61.1425	kd	CGS001-5831	PYCR1	-
2655	61.14	oe	ccsbBroad304_06255	LRRC32	-
2656	61.1328	cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor
2657	61.1195	kd	CGS001-5579	PRKCB	Alpha subfamily
2658	61.1046	cc		Proteasome Pathway	-
2659	61.0727	cp	BRD-K05737787	isoeugenol	Nitric oxide production inhibitor
2660	61.0683	cp	BRD-A43150328	penicillic-acid	other antibiotic
2661	61.0379	cp	BRD-A01346607	flumetasone	Glucocorticoid receptor agonist
2662	61.0298	cp	BRD-K66353228	zoxazolamine	Myorelaxant
2663	61.022	cp	BRD-A09539288	homatropine	Acetylcholine receptor antagonist
